Mouse,Gender,Batch,Femur length (mm),BV/TV (%),BMD (mgHA/cm3),BS/BV (mm2/mm3),Conn.D. (1/mm3),SMI,Tb.N (1/mm),Tb.Th (mm),Tb.Sp (mm),Ct.Ar[mm2],Ma.Ar[mm2],Tt.Ar[mm2],Ct.Ar/Tt.Ar (%),Ct.Th (mm),Ct.TMD (mgHA/cm3),Cort. Porosity (%),pMOI[mm4],Imax[mm4],Imin[mm4]
1,M,1,15.78,7.08,120,38.41,30,1.988,1.22,0.067,0.865,0.684,0.705,1.389,49.26,0.184,1214,0.285,0.233,0.186,0.152
2,M,1,13.93,4.74,118,41.30,29,2.250,1.25,0.063,0.837,0.577,0.569,1.146,50.36,0.172,1209,0.385,0.160,0.132,0.112
3,M,1,15.78,13.69,203,46.94,121,2.094,3.63,0.055,0.281,1.007,0.900,1.906,52.81,0.242,1242,0.286,0.476,0.330,0.239
4,M,1,15.23,14.27,211,50.88,142,2.096,4.17,0.051,0.241,0.853,0.664,1.518,56.23,0.224,1267,0.269,0.308,0.241,0.180
5,M,1,14.53,17.02,218,48.41,155,1.763,4.50,0.052,0.221,0.832,1.040,1.872,44.43,0.182,1190,0.337,0.430,0.294,0.192
6,M,1,14.43,15.32,218,58.20,200,2.286,5.26,0.046,0.185,0.775,0.734,1.509,51.36,0.208,1193,0.460,0.270,0.206,0.153
7,M,1,14.68,6.75,155,61.25,54,3.221,3.77,0.044,0.266,0.655,0.592,1.246,52.51,0.191,1247,0.329,0.193,0.159,0.127
8,M,1,14.48,6.47,137,52.93,23,2.917,2.78,0.051,0.366,0.599,0.608,1.207,49.60,0.174,1245,0.339,0.174,0.152,0.127
9,M,1,15.23,24.03,289,45.49,246,1.588,5.71,0.056,0.161,1.102,0.936,2.037,54.07,0.221,1213,0.306,0.530,0.342,0.282
10,M,1,15.13,13.57,212,59.23,178,2.392,5.08,0.045,0.193,0.790,0.431,1.221,64.73,0.241,1249,0.326,0.217,0.190,0.143
11,M,1,15.03,2.96,104,61.80,24,2.411,1.65,0.040,0.611,0.580,0.711,1.291,44.92,0.158,1205,0.322,0.189,0.156,0.133
12,M,1,14.43,8.07,150,55.80,78,2.529,3.27,0.046,0.318,0.715,0.738,1.453,49.19,0.186,1228,0.330,0.254,0.200,0.171
13,M,1,14.23,3.66,111,70.57,25,3.425,2.98,0.041,0.339,0.613,0.429,1.043,58.82,0.204,1238,0.328,0.147,0.131,0.112
14,M,1,13.53,3.65,110,55.43,13,3.068,1.93,0.048,0.531,0.498,0.584,1.082,46.00,0.150,1207,0.403,0.133,0.117,0.102
15,F,1,14.03,13.28,221,54.44,117,2.701,4.83,0.050,0.204,0.690,0.477,1.167,59.13,0.212,1274,0.321,0.183,0.159,0.132
16,F,1,14.93,20.46,265,44.34,188,1.755,5.31,0.057,0.192,0.710,0.496,1.206,58.91,0.216,1262,0.282,0.196,0.168,0.132
17,F,1,15.03,23.83,301,44.66,259,1.660,5.73,0.057,0.169,1.041,0.790,1.830,56.85,0.240,1211,0.261,0.440,0.301,0.260
18,F,1,14.68,22.37,267,50.07,301,1.499,5.89,0.050,0.162,0.792,0.719,1.511,52.41,0.196,1209,0.297,0.288,0.219,0.177
19,F,1,15.78,18.95,256,43.24,137,2.246,4.86,0.062,0.209,0.824,0.602,1.426,57.76,0.226,1274,0.270,0.273,0.218,0.172
20,F,1,15.13,14.21,210,45.97,113,1.890,3.64,0.052,0.285,0.714,0.589,1.304,54.78,0.205,1262,0.274,0.215,0.168,0.164
21,F,1,16.28,17.70,251,45.53,137,2.403,4.74,0.061,0.210,1.019,0.869,1.888,53.97,0.238,1257,0.280,0.444,0.304,0.256
22,F,1,14.00,10.02,168,42.39,78,1.721,2.03,0.058,0.540,0.724,0.667,1.392,52.05,0.197,1247,0.325,0.244,0.193,0.159
23,F,1,14.83,12.29,200,51.48,96,2.383,4.23,0.051,0.238,0.699,0.414,1.113,62.81,0.227,1248,0.304,0.175,0.162,0.120
24,F,1,15.73,7.92,169,54.11,49,3.163,3.36,0.055,0.304,0.873,0.787,1.660,52.58,0.218,1247,0.235,0.348,0.254,0.201
25,F,1,13.68,5.83,132,50.05,32,2.437,2.34,0.052,0.439,0.600,0.746,1.346,44.56,0.161,1178,0.312,0.206,0.159,0.129
26,F,1,14.68,37.86,394,32.82,213,0.152,6.40,0.069,0.146,1.026,0.750,1.776,57.76,0.252,1258,0.199,0.423,0.292,0.234
27,F,1,14.13,11.08,189,47.72,76,2.148,3.09,0.053,0.330,0.617,0.666,1.284,48.09,0.171,1239,0.387,0.198,0.168,0.132
28,F,1,14.63,9.20,171,40.89,38,2.610,2.90,0.063,0.361,0.635,0.446,1.082,58.74,0.201,1231,0.324,0.158,0.144,0.113
29,M,1,14.73,14.51,210,51.42,143,2.267,4.28,0.052,0.236,0.949,0.931,1.880,50.47,0.223,1244,0.332,0.443,0.297,0.226
30,M,1,15.43,11.14,192,50.46,92,2.269,3.37,0.050,0.305,0.774,0.785,1.559,49.64,0.200,1241,0.300,0.296,0.219,0.183
31,M,1,15.53,9.75,159,52.68,99,2.268,3.11,0.051,0.329,0.697,0.876,1.573,44.34,0.171,1191,0.280,0.276,0.209,0.165
32,M,1,15.18,14.92,213,51.89,150,2.251,4.46,0.051,0.219,1.074,0.893,1.967,54.59,0.254,1240,0.296,0.496,0.338,0.255
33,M,1,14.78,18.40,235,50.65,177,1.559,5.14,0.049,0.188,0.816,1.035,1.851,44.10,0.186,1175,0.331,0.382,0.259,0.219
34,M,1,15.10,17.08,226,47.78,164,1.790,4.14,0.053,0.242,0.933,0.935,1.868,49.94,0.216,1230,0.314,0.428,0.286,0.242
35,M,1,15.58,6.36,134,49.01,31,2.428,2.29,0.055,0.443,0.926,1.131,2.057,45.03,0.198,1215,0.325,0.467,0.280,0.264
36,M,1,14.68,24.20,287,43.44,205,1.368,5.48,0.055,0.171,0.907,0.912,1.819,49.89,0.217,1222,0.295,0.427,0.303,0.198
37,M,1,14.38,21.13,265,40.01,116,1.533,4.61,0.063,0.206,0.948,0.986,1.934,49.03,0.216,1196,0.268,0.473,0.325,0.232
38,M,1,16.14,8.35,160,68.70,93,2.774,4.02,0.041,0.246,0.994,0.808,1.803,55.17,0.203,1214,0.901,0.434,0.297,0.232
39,M,1,15.38,15.52,226,41.66,85,2.003,3.86,0.062,0.259,0.859,0.639,1.498,57.34,0.228,1242,0.260,0.307,0.250,0.185
40,M,1,15.23,27.08,318,35.29,126,1.150,5.20,0.070,0.187,0.984,0.790,1.775,55.46,0.234,1200,0.418,0.419,0.303,0.230
41,M,1,16.04,12.11,197,51.63,97,2.684,4.12,0.057,0.239,1.063,0.967,2.029,52.37,0.254,1286,0.222,0.512,0.350,0.268
42,M,1,15.88,8.76,156,61.90,86,2.721,3.94,0.045,0.253,0.752,0.895,1.647,45.64,0.184,1203,0.287,0.320,0.237,0.170
43,F,1,14.33,19.27,260,48.10,200,1.987,5.18,0.053,0.190,0.779,0.640,1.419,54.90,0.215,1272,0.292,0.260,0.202,0.166
44,F,1,15.53,21.62,282,41.91,156,1.562,4.86,0.060,0.212,0.920,0.626,1.546,59.52,0.238,1289,0.262,0.322,0.247,0.193
45,F,1,15.63,8.41,165,39.58,34,1.904,1.83,0.065,0.572,0.937,0.596,1.534,61.11,0.255,1296,0.258,0.335,0.250,0.188
46,F,1,13.88,12.51,198,45.13,62,2.235,3.63,0.058,0.277,0.663,0.662,1.325,50.01,0.179,1244,0.252,0.217,0.173,0.137
47,F,1,14.63,20.09,263,43.94,163,1.733,4.67,0.058,0.210,0.650,0.487,1.136,57.18,0.203,1280,0.291,0.173,0.157,0.124
48,F,1,13.89,9.12,178,48.25,74,2.345,2.92,0.055,0.348,0.744,0.526,1.270,58.60,0.217,1238,0.269,0.217,0.174,0.146
49,F,1,15.68,13.92,188,44.16,120,2.231,3.55,0.059,0.291,0.906,0.862,1.768,51.26,0.218,1307,0.247,0.381,0.266,0.239
50,F,1,14.63,26.25,309,41.00,258,1.319,5.82,0.059,0.174,0.745,0.463,1.208,61.66,0.226,1245,0.224,0.203,0.177,0.140
51,F,1,14.83,15.54,225,39.66,86,2.038,3.70,0.064,0.279,0.819,0.694,1.513,54.16,0.212,1244,0.231,0.295,0.229,0.181
52,F,1,14.68,29.06,319,39.75,278,1.020,5.94,0.061,0.170,0.924,0.736,1.659,55.66,0.225,1228,0.332,0.371,0.276,0.203
53,F,1,15.98,24.80,294,40.69,246,1.524,5.35,0.063,0.188,1.003,0.852,1.856,54.08,0.235,1268,0.230,0.442,0.303,0.251
54,F,1,15.23,46.84,452,28.95,238,-0.783,7.37,0.074,0.126,1.075,0.920,1.996,53.88,0.208,1177,0.350,0.499,0.327,0.262
55,F,1,15.18,17.49,244,42.21,122,1.945,4.06,0.061,0.248,0.949,0.718,1.667,56.92,0.241,1279,0.235,0.368,0.274,0.223
56,F,1,15.63,37.11,424,26.79,116,0.711,5.46,0.090,0.179,1.081,0.925,2.006,53.88,0.247,1275,0.294,0.551,0.368,0.256
57,M,2,14.68,4.94,124,55.35,42,2.679,2.390,0.049,0.428,0.607,0.654,1.261,48.16,0.174,1239,0.294,0.185,0.101,0.084
58,M,2,14.66,6.01,136,69.95,52,3.316,3.873,0.041,0.258,0.729,0.695,1.424,51.18,0.196,1215,0.301,0.249,0.143,0.107
59,M,2,14.55,9.80,182,61.53,102,2.915,4.422,0.046,0.228,0.770,0.532,1.301,59.15,0.226,1242,0.241,0.233,0.148,0.085
60,M,2,15.03,6.47,132,58.53,48,2.552,2.460,0.045,0.414,0.693,0.732,1.425,48.65,0.181,1182,0.404,0.252,0.168,0.085
61,M,2,14.53,17.80,244,50.05,179,2.026,4.875,0.052,0.201,0.676,0.695,1.371,49.33,0.188,1175,0.352,0.235,0.151,0.084
62,M,2,14.43,14.19,216,54.81,160,2.166,4.540,0.048,0.221,0.860,0.642,1.502,57.24,0.232,1224,0.314,0.304,0.190,0.114
63,M,2,13.83,5.55,123,64.02,43,2.952,2.954,0.044,0.348,0.567,0.706,1.274,44.53,0.156,1204,0.446,0.180,0.102,0.077
64,M,2,13.68,11.63,178,63.81,146,2.410,4.657,0.041,0.211,0.618,0.911,1.529,40.41,0.157,1130,0.668,0.254,0.152,0.103
65,M,2,15.33,11.01,171,60.11,128,2.336,4.100,0.044,0.245,0.614,0.883,1.497,41.00,0.154,1186,0.361,0.238,0.145,0.093
66,M,2,15.73,12.60,192,55.80,126,2.345,4.578,0.046,0.217,0.785,0.637,1.423,55.19,0.211,1243,0.246,0.272,0.183,0.090
67,M,2,13.83,17.62,235,54.01,211,2.032,5.267,0.048,0.185,0.709,0.860,1.569,45.19,0.183,1203,0.321,0.296,0.201,0.094
68,M,2,15.68,10.46,167,57.61,105,2.464,3.852,0.047,0.261,1.068,1.144,2.212,48.29,0.229,1242,0.253,0.591,0.371,0.220
69,M,2,15.27,15.03,206,51.30,132,2.056,4.538,0.050,0.218,0.830,0.800,1.629,50.93,0.214,1248,0.259,0.324,0.180,0.145
70,M,2,14.83,16.11,225,51.95,162,2.046,4.702,0.051,0.205,0.651,0.703,1.353,48.09,0.177,1214,0.333,0.219,0.132,0.087
71,M,2,15.10,9.31,175,61.71,84,2.907,4.273,0.045,0.234,0.805,0.475,1.280,62.92,0.239,1263,0.276,0.230,0.140,0.090
72,M,2,14.93,14.77,210,51.91,136,2.416,4.676,0.051,0.213,0.784,0.789,1.573,49.87,0.198,1202,0.364,0.299,0.176,0.124
73,F,2,15.03,8.90,171,55.73,77,2.890,3.506,0.051,0.289,0.663,0.629,1.292,51.35,0.189,1220,0.273,0.204,0.114,0.090
74,F,2,14.78,24.84,294,40.43,217,1.291,5.140,0.060,0.198,0.855,0.884,1.739,49.17,0.203,1225,0.303,0.363,0.214,0.150
75,F,2,15.88,17.03,238,40.39,98,2.210,4.016,0.066,0.251,0.740,0.641,1.381,53.57,0.201,1257,0.332,0.245,0.153,0.092
76,F,2,15.23,12.33,206,49.40,84,2.514,3.948,0.055,0.255,0.925,0.495,1.420,65.15,0.260,1251,0.277,0.283,0.161,0.123
77,F,2,14.73,25.06,297,39.77,213,1.481,5.088,0.062,0.196,0.748,0.704,1.453,51.53,0.193,1200,0.300,0.259,0.148,0.111
78,F,2,15.58,7.11,144,48.12,50,2.708,2.910,0.054,0.350,0.691,0.770,1.461,47.31,0.180,1213,0.315,0.251,0.154,0.096
79,F,2,15.13,26.33,317,40.09,182,1.313,5.586,0.062,0.170,0.804,0.776,1.580,50.89,0.192,1249,0.235,0.303,0.176,0.127
80,F,2,15.18,9.77,190,52.64,39,3.290,3.959,0.057,0.254,0.794,0.563,1.357,58.48,0.225,1271,0.336,0.250,0.159,0.091
81,F,2,14.88,11.47,179,45.15,89,2.304,3.341,0.060,0.305,0.713,0.848,1.561,45.68,0.175,1238,0.330,0.284,0.182,0.103
82,F,2,14.83,14.84,218,51.72,159,2.587,4.890,0.052,0.205,0.762,0.662,1.424,53.49,0.205,1226,0.280,0.262,0.166,0.096
83,F,2,15.28,16.55,231,46.24,143,2.205,4.631,0.056,0.218,0.643,0.824,1.467,43.85,0.168,1226,0.299,0.236,0.134,0.102
84,F,2,14.53,15.44,223,41.80,85,2.005,3.631,0.063,0.281,0.756,0.548,1.305,57.98,0.217,1191,0.236,0.225,0.130,0.096
85,F,2,14.43,18.45,246,45.56,159,1.886,4.769,0.055,0.209,0.761,0.706,1.467,51.85,0.202,1226,0.267,0.267,0.158,0.108
86,F,2,14.18,21.34,273,38.62,141,1.400,4.487,0.063,0.227,0.783,0.717,1.500,52.23,0.205,1255,0.185,0.278,0.158,0.119
87,F,2,14.73,16.98,231,45.39,146,1.986,4.472,0.057,0.228,0.683,0.535,1.218,56.08,0.198,1223,0.202,0.190,0.099,0.091
88,F,2,14.68,26.48,298,44.00,237,1.195,5.977,0.055,0.160,0.792,0.637,1.430,55.42,0.209,1226,0.271,0.260,0.146,0.114
89,M,2,15.32,23.83,293,45.03,228,1.751,5.661,0.057,0.162,0.916,0.839,1.755,52.17,0.225,1216,0.330,0.398,0.262,0.136
90,M,2,15.28,9.95,162,56.90,121,2.508,3.495,0.047,0.296,0.658,0.794,1.452,45.31,0.170,1205,0.303,0.243,0.151,0.091
91,M,2,14.77,12.22,187,63.26,138,2.586,5.210,0.042,0.192,0.707,0.830,1.536,46.00,0.178,1229,0.315,0.273,0.166,0.107
92,M,2,15.38,11.50,185,62.63,129,2.629,4.757,0.043,0.207,0.822,0.792,1.614,50.91,0.203,1230,0.311,0.341,0.240,0.101
93,M,2,15.03,12.30,191,52.75,100,2.022,3.709,0.050,0.271,0.665,0.879,1.545,43.07,0.167,1219,0.320,0.261,0.156,0.104
94,M,2,16.69,12.86,186,54.87,123,2.598,4.559,0.050,0.217,0.867,1.183,2.050,42.30,0.191,1183,0.291,0.469,0.306,0.163
95,M,2,14.28,26.64,313,41.05,224,1.431,5.587,0.062,0.163,1.035,0.731,1.766,58.59,0.218,1208,0.887,0.432,0.263,0.169
96,M,2,15.18,19.11,245,52.39,213,1.980,5.688,0.049,0.168,0.789,0.694,1.483,53.22,0.193,1204,0.324,0.275,0.167,0.108
97,M,2,14.06,6.66,124,50.00,33,2.401,2.191,0.054,0.459,0.634,0.641,1.276,49.73,0.176,1222,0.226,0.198,0.122,0.076
98,M,2,15.23,11.82,177,57.74,133,2.233,3.990,0.045,0.253,0.693,0.960,1.653,41.91,0.167,1181,0.425,0.296,0.179,0.116
99,M,2,15.53,6.46,133,56.18,34,2.725,2.947,0.048,0.344,0.903,0.870,1.773,50.95,0.221,1232,0.320,0.397,0.256,0.141
100,M,2,15.18,22.79,266,45.91,219,1.559,5.484,0.056,0.171,0.960,0.908,1.868,51.40,0.230,1195,0.279,0.436,0.268,0.168
101,M,2,15.38,10.68,175,54.10,86,2.149,3.444,0.048,0.296,0.719,0.794,1.513,47.53,0.192,1232,0.289,0.281,0.189,0.092
102,M,2,16.03,16.66,234,50.43,164,2.271,4.826,0.054,0.201,0.886,0.594,1.479,59.87,0.250,1272,0.322,0.301,0.190,0.111
103,M,2,14.73,10.61,179,54.62,81,2.413,3.886,0.050,0.252,0.858,1.106,1.964,43.67,0.189,1247,0.320,0.438,0.279,0.159
104,M,2,14.18,10.29,180,63.60,114,2.636,4.571,0.042,0.218,0.688,0.633,1.321,52.08,0.195,1244,0.275,0.219,0.131,0.088
105,F,2,14.63,18.06,241,45.96,177,1.847,4.903,0.053,0.208,0.573,0.599,1.172,48.87,0.167,1232,0.311,0.162,0.089,0.073
106,F,2,14.93,16.00,228,40.18,62,1.542,3.574,0.061,0.278,0.840,0.896,1.737,48.40,0.199,1203,0.391,0.362,0.223,0.139
107,F,2,14.53,12.87,192,53.43,152,2.369,4.272,0.049,0.238,0.687,0.814,1.501,45.79,0.173,1229,0.286,0.259,0.161,0.099
108,F,2,14.48,6.12,140,52.89,26,2.812,2.691,0.051,0.375,0.653,0.482,1.136,57.52,0.201,1240,0.313,0.171,0.103,0.069
109,F,2,14.93,19.33,252,41.29,172,1.276,3.990,0.059,0.263,0.743,0.595,1.337,55.55,0.208,1232,0.208,0.238,0.151,0.087
110,F,2,15.63,24.39,296,42.18,195,1.569,5.605,0.059,0.172,0.908,0.923,1.831,49.58,0.211,1239,0.194,0.399,0.227,0.172
111,F,2,14.03,15.90,231,49.26,125,2.322,4.497,0.056,0.224,0.705,0.361,1.066,66.13,0.234,1291,0.455,0.162,0.094,0.067
112,F,2,14.48,10.95,191,45.14,53,2.529,3.490,0.061,0.293,0.716,0.510,1.226,58.37,0.213,1249,0.241,0.201,0.118,0.083
113,F,2,15.43,12.93,193,47.21,98,2.515,3.827,0.058,0.265,0.721,0.668,1.390,51.90,0.196,1249,0.297,0.243,0.148,0.095
114,F,2,14.93,5.60,128,52.90,37,2.369,2.184,0.050,0.466,0.616,0.647,1.263,48.80,0.175,1232,0.270,0.191,0.115,0.076
115,F,2,15.58,9.88,178,51.10,58,2.762,3.651,0.055,0.276,0.834,0.547,1.380,60.40,0.239,1267,0.269,0.260,0.154,0.106
116,F,2,15.18,13.93,212,53.52,137,2.482,4.578,0.051,0.215,0.822,0.669,1.490,55.13,0.227,1256,0.282,0.287,0.174,0.113
117,F,2,14.58,19.23,257,39.76,100,1.766,4.111,0.065,0.252,0.725,0.705,1.430,50.71,0.198,1245,0.290,0.251,0.154,0.097
118,F,2,15.33,21.18,273,40.59,142,1.567,4.360,0.062,0.223,0.891,0.568,1.459,61.08,0.244,1275,0.222,0.300,0.195,0.105
119,F,2,15.03,16.70,232,44.59,141,1.988,4.040,0.059,0.253,0.952,0.788,1.740,54.72,0.208,1245,0.617,0.388,0.234,0.154
120,F,2,14.83,19.07,257,45.73,173,2.124,4.833,0.058,0.208,1.033,0.596,1.629,63.41,0.258,1260,0.412,0.375,0.232,0.143
121,M,3,15.37,11.63,186,63.27,123,2.639,4.803,0.045,0.207,0.848,1.196,2.043,41.50,0.185,1208,0.344,0.450,0.273,0.177
122,M,3,15.27,17.48,234,45.37,133,1.967,4.299,0.059,0.231,0.771,0.826,1.597,48.28,0.198,1226,0.352,0.304,0.186,0.117
123,M,3,16.08,12.41,193,53.80,119,2.590,4.432,0.051,0.223,0.805,0.720,1.525,52.77,0.206,1214,0.374,0.294,0.179,0.115
124,M,3,15.23,19.56,260,44.61,184,1.807,4.427,0.059,0.219,0.971,0.871,1.842,52.71,0.228,1250,0.211,0.435,0.280,0.156
125,M,3,15.33,38.39,390,35.65,337,0.440,7.465,0.066,0.130,0.957,0.845,1.801,53.11,0.231,1217,0.272,0.411,0.246,0.165
126,M,3,15.71,19.44,249,44.33,180,1.513,4.234,0.057,0.240,0.837,0.767,1.604,52.19,0.212,1244,0.326,0.319,0.184,0.135
127,M,3,15.23,28.10,318,39.89,232,1.102,5.494,0.062,0.171,1.046,0.968,2.014,51.93,0.248,1197,0.333,0.504,0.314,0.190
128,M,3,15.15,21.68,276,45.78,187,1.648,5.172,0.056,0.183,1.099,0.828,1.928,57.04,0.258,1239,0.251,0.487,0.282,0.205
129,M,3,15.53,8.10,149,60.71,72,2.570,3.294,0.045,0.311,0.971,1.004,1.975,49.16,0.216,1229,0.311,0.474,0.293,0.181
132,M,3,14.04,8.17,155,48.67,74,1.960,1.861,0.053,0.546,0.731,0.682,1.414,51.73,0.198,1246,0.329,0.250,0.153,0.097
133,M,3,15.08,14.12,194,45.95,91,1.709,3.365,0.054,0.296,0.734,0.715,1.449,50.67,0.198,1237,0.309,0.259,0.157,0.102
134,M,3,14.99,20.14,252,51.21,245,1.908,5.700,0.050,0.165,0.757,0.675,1.432,52.85,0.202,1230,0.351,0.268,0.177,0.091
135,M,3,14.88,12.74,190,61.64,161,2.590,5.131,0.045,0.189,0.822,0.841,1.663,49.42,0.201,1217,0.432,0.342,0.222,0.121
136,M,3,15.18,18.57,234,47.51,176,1.453,3.985,0.052,0.254,0.800,0.858,1.658,48.24,0.197,1194,0.290,0.330,0.202,0.127
137,F,3,14.24,13.29,196,48.44,108,1.925,3.034,0.055,0.351,0.594,0.496,1.090,54.52,0.184,1204,0.267,0.153,0.094,0.060
138,F,3,14.61,13.73,203,43.43,80,2.484,3.835,0.063,0.264,0.630,0.842,1.472,42.80,0.157,1239,0.310,0.233,0.130,0.103
139,F,3,13.93,27.18,320,36.95,176,0.969,5.118,0.066,0.202,0.787,0.570,1.357,58.01,0.220,1237,0.286,0.252,0.162,0.090
140,F,3,14.83,20.21,275,38.59,118,1.660,4.202,0.066,0.249,0.880,0.712,1.592,55.27,0.232,1264,0.255,0.340,0.223,0.117
141,F,3,15.16,26.32,317,38.54,181,1.471,5.389,0.066,0.179,0.971,0.742,1.713,56.70,0.230,1211,0.339,0.386,0.235,0.151
142,F,3,14.03,9.51,166,52.53,76,2.401,3.231,0.051,0.316,0.815,0.863,1.678,48.57,0.197,1213,0.310,0.336,0.207,0.129
143,F,3,14.98,16.14,241,48.59,123,2.403,4.510,0.057,0.220,0.663,0.470,1.134,58.52,0.199,1264,0.229,0.174,0.108,0.066
145,F,3,14.66,5.20,122,48.23,37,2.465,2.052,0.053,0.497,0.634,0.619,1.253,50.60,0.181,1244,0.341,0.191,0.112,0.079
146,F,3,14.58,29.36,336,42.26,277,1.117,6.356,0.060,0.148,0.806,0.588,1.393,57.83,0.226,1269,0.277,0.266,0.171,0.095
147,F,3,14.39,27.61,326,39.97,202,1.035,5.463,0.061,0.173,0.781,0.710,1.491,52.37,0.206,1231,0.297,0.279,0.167,0.112
148,F,3,14.48,12.43,213,47.51,74,2.807,3.960,0.058,0.256,0.856,0.374,1.230,69.61,0.273,1290,0.258,0.224,0.137,0.086
149,F,3,15.38,30.51,346,36.73,191,0.891,5.535,0.066,0.172,0.873,0.669,1.542,56.63,0.229,1268,0.269,0.316,0.198,0.118
150,F,3,14.33,12.43,199,44.49,65,2.470,3.458,0.062,0.291,0.720,0.651,1.371,52.52,0.194,1270,0.284,0.244,0.161,0.082
151,F,3,14.54,12.88,202,44.78,90,1.919,3.023,0.058,0.340,0.867,0.608,1.475,58.77,0.237,1264,0.299,0.298,0.190,0.108
152,F,3,14.39,23.93,300,39.05,174,1.760,4.953,0.069,0.204,0.925,0.714,1.639,56.46,0.234,1242,0.256,0.353,0.216,0.137
153,M,3,15.78,17.96,227,48.49,157,1.653,4.692,0.052,0.210,1.072,1.000,2.072,51.74,0.239,1212,0.284,0.537,0.330,0.206
154,M,3,15.59,35.24,375,35.52,245,0.603,6.587,0.069,0.139,1.167,0.935,2.102,55.50,0.260,1256,0.239,0.584,0.367,0.217
155,M,3,15.79,29.42,334,38.40,241,0.941,5.653,0.065,0.171,0.994,0.586,1.580,62.93,0.269,1222,0.292,0.348,0.212,0.137
156,M,3,14.83,21.17,255,49.87,244,1.750,5.944,0.052,0.168,1.061,0.901,1.962,54.06,0.239,1226,0.299,0.493,0.298,0.195
157,M,3,14.53,19.88,261,45.11,157,1.647,4.731,0.057,0.206,0.882,0.645,1.527,57.77,0.224,1237,0.439,0.315,0.201,0.114
158,M,3,14.93,27.86,318,43.04,239,0.863,5.950,0.057,0.156,0.816,0.578,1.394,58.53,0.233,1219,0.395,0.260,0.155,0.104
159,M,3,14.68,25.80,293,47.12,291,1.200,6.216,0.053,0.159,0.935,0.715,1.650,56.66,0.240,1235,0.260,0.357,0.214,0.143
160,M,3,15.15,15.43,218,52.14,176,1.945,4.099,0.049,0.251,0.727,0.581,1.308,55.56,0.202,1219,0.224,0.225,0.141,0.084
161,M,3,14.39,27.06,326,40.35,171,0.962,5.626,0.060,0.166,1.116,0.700,1.815,61.46,0.266,1243,0.246,0.468,0.308,0.160
162,M,3,15.09,31.22,344,42.23,296,0.805,6.729,0.057,0.136,0.988,0.727,1.715,57.60,0.233,1234,0.362,0.413,0.275,0.138
163,M,3,15.13,25.68,300,44.87,257,1.165,5.738,0.055,0.173,0.809,0.740,1.549,52.24,0.208,1203,0.366,0.307,0.198,0.109
164,M,3,15.99,22.78,274,44.90,237,1.566,5.389,0.056,0.190,0.929,0.802,1.731,53.68,0.229,1230,0.243,0.379,0.222,0.157
165,M,3,15.04,16.34,231,41.15,81,1.158,3.171,0.058,0.327,0.843,0.853,1.696,49.71,0.209,1230,0.276,0.345,0.194,0.151
166,M,3,15.03,18.73,245,52.87,218,1.683,5.216,0.048,0.185,0.694,0.643,1.338,51.92,0.192,1214,0.391,0.228,0.143,0.085
167,M,3,14.78,11.89,196,58.89,107,2.386,4.557,0.045,0.214,0.727,0.537,1.263,57.54,0.218,1248,0.264,0.215,0.136,0.080
168,M,3,14.53,12.67,200,54.42,107,2.321,4.379,0.048,0.226,0.772,0.802,1.574,49.07,0.197,1228,0.338,0.305,0.195,0.110
169,F,3,14.83,31.97,356,37.66,254,1.201,6.078,0.067,0.152,0.845,0.535,1.381,61.23,0.216,1210,0.360,0.276,0.192,0.085
170,F,3,14.93,9.68,178,43.69,46,2.405,2.971,0.062,0.346,0.672,0.577,1.249,53.78,0.193,1271,0.277,0.197,0.114,0.084
